input,target,lang,plural
le renard cherche le chat,le renard a cherché le chat,fr,False
le homme réconforte le souris,le homme a réconforté le souris,fr,False
les chats porte les hommes,les chats a porté les hommes,fr,True
les hommes aime les docteurs,les hommes a aimé les docteurs,fr,True
de honden slaat de katten,de honden heeft de katten geslagen,nl,True
de vrouw valt de leeuw,de vrouw heeft de leeuw aangevallen,nl,False
de paarden ziet de vijanden,de paarden heeft de vijanden gezien,nl,True
le chat chasse le femme,le chat a chassé le femme,fr,False
de vrouwen mag de muizen,de vrouwen heeft de muizen gemogen,nl,True
de vos slaat de dokter,de vos heeft de dokter geslagen,nl,False
les amis suit les hommes,les amis a suivi les hommes,fr,True
le loup suit le ami,le loup a suivi le ami,fr,False
les amis repousse les singes,les amis a repoussé les singes,fr,True
de olifanten verzorgt de paarden,de olifanten heeft de paarden verzorgd,nl,True
les enfants suit les oiseaux,les enfants a suivi les oiseaux,fr,True
les ennemis réconforte les hommes,les ennemis a réconforté les hommes,fr,True
de muis observeert de kat,de muis heeft de kat geobserveerd,nl,False
de jongens zoent de leraars,de jongens heeft de leraars gezoend,nl,True
les éléphants chasse les filles,les éléphants a chassé les filles,fr,True
de apen redt de mannen,de apen heeft de mannen gered,nl,True
les chevaux aide les chats,les chevaux a aidé les chats,fr,True
le cheval chasse le fille,le cheval a chassé le fille,fr,False
le ami attaque le fille,le ami a attaqué le fille,fr,False
de olifanten helpt de meisjes,de olifanten heeft de meisjes geholpen,nl,True
de vos redt de kind,de vos heeft de kind gered,nl,False
les oiseaux chasse les professeurs,les oiseaux a chassé les professeurs,fr,True
de tijger draagt de vriend,de tijger heeft de vriend gedragen,nl,False
de man troost de kat,de man heeft de kat getroost,nl,False
les hommes réconforte les singes,les hommes a réconforté les singes,fr,True
de kind draagt de aap,de kind heeft de aap gedragen,nl,False
de vijanden observeert de tijgers,de vijanden heeft de tijgers geobserveerd,nl,True
les chats aime les amis,les chats a aimé les amis,fr,True
de vrienden mag de olifanten,de vrienden heeft de olifanten gemogen,nl,True
de paard zoekt de tijger,de paard heeft de tijger gezocht,nl,False
de kinderen observeert de mannen,de kinderen heeft de mannen geobserveerd,nl,True
les chiens embrasse les oiseaux,les chiens a embrassé les oiseaux,fr,True
de tijgers slaat de dokters,de tijgers heeft de dokters geslagen,nl,True
de vossen negeert de apen,de vossen heeft de apen genegeerd,nl,True
de apen helpt de katten,de apen heeft de katten geholpen,nl,True
de olifant bekijkt de vos,de olifant heeft de vos bekeken,nl,False
de meisje zoekt de dokter,de meisje heeft de dokter gezocht,nl,False
les renards réconforte les chevaux,les renards a réconforté les chevaux,fr,True
les professeurs attaque les singes,les professeurs a attaqué les singes,fr,True
le renard cherche le homme,le renard a cherché le homme,fr,False
de leraar negeert de vrouw,de leraar heeft de vrouw genegeerd,nl,False
le singe embrasse le souris,le singe a embrassé le souris,fr,False
de leraar valt de vijand,de leraar heeft de vijand aangevallen,nl,False
de vrouwen verzorgt de jongens,de vrouwen heeft de jongens verzorgd,nl,True
de muis redt de meisje,de muis heeft de meisje gered,nl,False
de leeuwen valt de vijanden,de leeuwen heeft de vijanden aangevallen,nl,True
de katten jaagt de leeuwen,de katten heeft de leeuwen gejaagd,nl,True
les singes regarde les docteurs,les singes a regardé les docteurs,fr,True
de leeuw ziet de hond,de leeuw heeft de hond gezien,nl,False
le professeur regarde le femme,le professeur a regardé le femme,fr,False
de vos observeert de vriend,de vos heeft de vriend geobserveerd,nl,False
le singe réconforte le docteur,le singe a réconforté le docteur,fr,False
de tijger helpt de hond,de tijger heeft de hond geholpen,nl,False
les garçons aide les renards,les garçons a aidé les renards,fr,True
le docteur suit le éléphant,le docteur a suivi le éléphant,fr,False
de mannen zoekt de leeuwen,de mannen heeft de leeuwen gezocht,nl,True
de muizen valt de leeuwen,de muizen heeft de leeuwen aangevallen,nl,True
les chats soigne les loups,les chats a soigné les loups,fr,True
les femmes chasse les garçons,les femmes a chassé les garçons,fr,True
de vrouwen duwt de leeuwen,de vrouwen heeft de leeuwen geduwd,nl,True
les professeurs observe les chiens,les professeurs a observé les chiens,fr,True
les chevaux soigne les professeurs,les chevaux a soigné les professeurs,fr,True
le cheval attaque le fille,le cheval a attaqué le fille,fr,False
de kat troost de vriend,de kat heeft de vriend getroost,nl,False
de katten volgt de leraars,de katten heeft de leraars gevolgd,nl,True
le oiseau repousse le loup,le oiseau a repoussé le loup,fr,False
de hond helpt de paard,de hond heeft de paard geholpen,nl,False
le ennemi chasse le professeur,le ennemi a chassé le professeur,fr,False
le singe poursuit le enfant,le singe a poursuivi le enfant,fr,False
les chats aime les professeurs,les chats a aimé les professeurs,fr,True
de leraars achtervolgt de muizen,de leraars heeft de muizen achtervolgd,nl,True
de kind zoent de tijger,de kind heeft de tijger gezoend,nl,False
de jongen zoekt de leraar,de jongen heeft de leraar gezocht,nl,False
les professeurs cherche les filles,les professeurs a cherché les filles,fr,True
le souris repousse le chien,le souris a repoussé le chien,fr,False
le ami soigne le garçon,le ami a soigné le garçon,fr,False
les docteurs cherche les loups,les docteurs a cherché les loups,fr,True
les chiens mange les chevaux,les chiens a mangé les chevaux,fr,True
le professeur observe le ennemi,le professeur a observé le ennemi,fr,False
de kat negeert de vos,de kat heeft de vos genegeerd,nl,False
le ami ignore le enfant,le ami a ignoré le enfant,fr,False
de vrouwen valt de meisjes,de vrouwen heeft de meisjes aangevallen,nl,True
le garçon regarde le chat,le garçon a regardé le chat,fr,False
de vrouwen observeert de leraars,de vrouwen heeft de leraars geobserveerd,nl,True
de leraar helpt de vijand,de leraar heeft de vijand geholpen,nl,False
le tigre aime le fille,le tigre a aimé le fille,fr,False
de kind slaat de meisje,de kind heeft de meisje geslagen,nl,False
de kind troost de vriend,de kind heeft de vriend getroost,nl,False
de tijger verzorgt de dokter,de tijger heeft de dokter verzorgd,nl,False
de vrienden jaagt de leraars,de vrienden heeft de leraars gejaagd,nl,True
de meisje zoent de tijger,de meisje heeft de tijger gezoend,nl,False
de muis negeert de vos,de muis heeft de vos genegeerd,nl,False
les tigres aide les loups,les tigres a aidé les loups,fr,True
de honden volgt de leeuwen,de honden heeft de leeuwen gevolgd,nl,True
de man mag de olifant,de man heeft de olifant gemogen,nl,False
le souris repousse le singe,le souris a repoussé le singe,fr,False
de jongens observeert de vrienden,de jongens heeft de vrienden geobserveerd,nl,True
de vos draagt de vijand,de vos heeft de vijand gedragen,nl,False
les docteurs cherche les ennemis,les docteurs a cherché les ennemis,fr,True
de olifanten duwt de tijgers,de olifanten heeft de tijgers geduwd,nl,True
de mannen zoekt de vrienden,de mannen heeft de vrienden gezocht,nl,True
le enfant suit le homme,le enfant a suivi le homme,fr,False
de vrouwen eet de mannen,de vrouwen heeft de mannen gegeten,nl,True
de jongens redt de vijanden,de jongens heeft de vijanden gered,nl,True
le loup voit le fille,le loup a vu le fille,fr,False
de tijgers mag de kinderen,de tijgers heeft de kinderen gemogen,nl,True
de paard jaagt de hond,de paard heeft de hond gejaagd,nl,False
le garçon poursuit le singe,le garçon a poursuivi le singe,fr,False
les tigres sauve les docteurs,les tigres a sauvé les docteurs,fr,True
de tijgers observeert de vrienden,de tijgers heeft de vrienden geobserveerd,nl,True
de man zoent de dokter,de man heeft de dokter gezoend,nl,False
de vogel volgt de paard,de vogel heeft de paard gevolgd,nl,False
le homme suit le fille,le homme a suivi le fille,fr,False
le femme frappe le souris,le femme a frappé le souris,fr,False
le loup repousse le docteur,le loup a repoussé le docteur,fr,False
de jongens troost de vossen,de jongens heeft de vossen getroost,nl,True
les filles chasse les hommes,les filles a chassé les hommes,fr,True
le loup suit le garçon,le loup a suivi le garçon,fr,False
les chevaux regarde les renards,les chevaux a regardé les renards,fr,True
de meisjes zoent de katten,de meisjes heeft de katten gezoend,nl,True
les ennemis suit les éléphants,les ennemis a suivi les éléphants,fr,True
les docteurs regarde les oiseaux,les docteurs a regardé les oiseaux,fr,True
les loups suit les chats,les loups a suivi les chats,fr,True
les oiseaux cherche les chevaux,les oiseaux a cherché les chevaux,fr,True
de leraar negeert de dokter,de leraar heeft de dokter genegeerd,nl,False
le oiseau aime le homme,le oiseau a aimé le homme,fr,False
le singe soigne le oiseau,le singe a soigné le oiseau,fr,False
de leraars eet de apen,de leraars heeft de apen gegeten,nl,True
de vrienden zoent de olifanten,de vrienden heeft de olifanten gezoend,nl,True
les chevaux regarde les filles,les chevaux a regardé les filles,fr,True
de leeuw duwt de leraar,de leeuw heeft de leraar geduwd,nl,False
les femmes poursuit les filles,les femmes a poursuivi les filles,fr,True
de leeuw zoent de man,de leeuw heeft de man gezoend,nl,False
le enfant regarde le fille,le enfant a regardé le fille,fr,False
les professeurs aide les renards,les professeurs a aidé les renards,fr,True
de hond observeert de vijand,de hond heeft de vijand geobserveerd,nl,False
le loup attaque le homme,le loup a attaqué le homme,fr,False
le singe chasse le renard,le singe a chassé le renard,fr,False
de paarden redt de vogels,de paarden heeft de vogels gered,nl,True
de vogels bekijkt de olifanten,de vogels heeft de olifanten bekeken,nl,True
les oiseaux mange les tigres,les oiseaux a mangé les tigres,fr,True
de vrienden achtervolgt de honden,de vrienden heeft de honden achtervolgd,nl,True
de meisjes slaat de vrienden,de meisjes heeft de vrienden geslagen,nl,True
de vossen redt de leeuwen,de vossen heeft de leeuwen gered,nl,True
les loups observe les chats,les loups a observé les chats,fr,True
les filles cherche les docteurs,les filles a cherché les docteurs,fr,True
les ennemis porte les garçons,les ennemis a porté les garçons,fr,True
de vossen duwt de meisjes,de vossen heeft de meisjes geduwd,nl,True
le ami réconforte le souris,le ami a réconforté le souris,fr,False
de jongen volgt de leeuw,de jongen heeft de leeuw gevolgd,nl,False
les professeurs sauve les renards,les professeurs a sauvé les renards,fr,True
de meisjes jaagt de katten,de meisjes heeft de katten gejaagd,nl,True
les chiens cherche les singes,les chiens a cherché les singes,fr,True
le tigre voit le loup,le tigre a vu le loup,fr,False
de vogel eet de olifant,de vogel heeft de olifant gegeten,nl,False
de vrouw helpt de olifant,de vrouw heeft de olifant geholpen,nl,False
de hond zoent de vijand,de hond heeft de vijand gezoend,nl,False
le cheval chasse le docteur,le cheval a chassé le docteur,fr,False
de vogel bekijkt de dokter,de vogel heeft de dokter bekeken,nl,False
le souris porte le fille,le souris a porté le fille,fr,False
les docteurs observe les renards,les docteurs a observé les renards,fr,True
de vrienden eet de vrouwen,de vrienden heeft de vrouwen gegeten,nl,True
de leeuwen slaat de jongens,de leeuwen heeft de jongens geslagen,nl,True
les hommes embrasse les docteurs,les hommes a embrassé les docteurs,fr,True
les éléphants chasse les hommes,les éléphants a chassé les hommes,fr,True
le docteur sauve le professeur,le docteur a sauvé le professeur,fr,False
de leraars zoekt de vrouwen,de leraars heeft de vrouwen gezocht,nl,True
les hommes mange les femmes,les hommes a mangé les femmes,fr,True
le oiseau soigne le singe,le oiseau a soigné le singe,fr,False
de vogels slaat de vrienden,de vogels heeft de vrienden geslagen,nl,True
de vijand slaat de aap,de vijand heeft de aap geslagen,nl,False
le femme aide le loup,le femme a aidé le loup,fr,False
de dokter slaat de paard,de dokter heeft de paard geslagen,nl,False
de kind draagt de leeuw,de kind heeft de leeuw gedragen,nl,False
les renards attaque les chevaux,les renards a attaqué les chevaux,fr,True
les garçons cherche les singes,les garçons a cherché les singes,fr,True
le homme embrasse le femme,le homme a embrassé le femme,fr,False
le singe voit le oiseau,le singe a vu le oiseau,fr,False
de leeuwen mag de muizen,de leeuwen heeft de muizen gemogen,nl,True
de mannen duwt de dokters,de mannen heeft de dokters geduwd,nl,True
de muis volgt de paard,de muis heeft de paard gevolgd,nl,False
les tigres observe les ennemis,les tigres a observé les ennemis,fr,True
de olifanten troost de honden,de olifanten heeft de honden getroost,nl,True
de olifant helpt de kat,de olifant heeft de kat geholpen,nl,False
de honden valt de olifanten,de honden heeft de olifanten aangevallen,nl,True
le chien aide le ennemi,le chien a aidé le ennemi,fr,False
de olifanten helpt de vogels,de olifanten heeft de vogels geholpen,nl,True
les ennemis aime les éléphants,les ennemis a aimé les éléphants,fr,True
le homme regarde le fille,le homme a regardé le fille,fr,False
de vossen mag de mannen,de vossen heeft de mannen gemogen,nl,True
les docteurs repousse les singes,les docteurs a repoussé les singes,fr,True
le oiseau ignore le chien,le oiseau a ignoré le chien,fr,False
de vrienden volgt de tijgers,de vrienden heeft de tijgers gevolgd,nl,True
les hommes cherche les renards,les hommes a cherché les renards,fr,True
de jongens troost de vijanden,de jongens heeft de vijanden getroost,nl,True
de paard negeert de kat,de paard heeft de kat genegeerd,nl,False
de kind negeert de hond,de kind heeft de hond genegeerd,nl,False
de vogels draagt de olifanten,de vogels heeft de olifanten gedragen,nl,True
le loup aide le chat,le loup a aidé le chat,fr,False
le oiseau mange le chat,le oiseau a mangé le chat,fr,False
les renards poursuit les souris,les renards a poursuivi les souris,fr,True
les chats porte les amis,les chats a porté les amis,fr,True
les oiseaux aide les singes,les oiseaux a aidé les singes,fr,True
de kinderen mag de vijanden,de kinderen heeft de vijanden gemogen,nl,True
de tijger verzorgt de paard,de tijger heeft de paard verzorgd,nl,False
