input,target,lang,plural,subj,obj,verb
les docteurs chassent les singes,les docteurs a chassé les singes,fr,True,docteur,singe,chasse
le docteur soigne le singe,le docteur a soigné le singe,fr,False,docteur,singe,soigne
les docteurs soignent les singes,les docteurs a soigné les singes,fr,True,docteur,singe,soigne
le docteur poursuit le singe,le docteur a poursuivi le singe,fr,False,docteur,singe,poursuit
les docteurs poursuivent les singes,les docteurs a poursuivi les singes,fr,True,docteur,singe,poursuit
le docteur attaque le singe,le docteur a attaqué le singe,fr,False,docteur,singe,attaque
les docteurs attaquent les singes,les docteurs a attaqué les singes,fr,True,docteur,singe,attaque
le docteur sauve le singe,le docteur a sauvé le singe,fr,False,docteur,singe,sauve
les docteurs sauvent les singes,les docteurs a sauvé les singes,fr,True,docteur,singe,sauve
le docteur repousse le singe,le docteur a repoussé le singe,fr,False,docteur,singe,repousse
les docteurs repoussent les singes,les docteurs a repoussé les singes,fr,True,docteur,singe,repousse
le docteur ignore le singe,le docteur a ignoré le singe,fr,False,docteur,singe,ignore
les docteurs ignorent les singes,les docteurs a ignoré les singes,fr,True,docteur,singe,ignore
le docteur mange le cheval,le docteur a mangé le cheval,fr,False,docteur,cheval,mange
les docteurs mangent les chevaux,les docteurs a mangé les chevaux,fr,True,docteur,cheval,mange
le docteur voit le cheval,le docteur a vu le cheval,fr,False,docteur,cheval,voit
les docteurs voient les chevaux,les docteurs a vu les chevaux,fr,True,docteur,cheval,voit
le docteur aime le cheval,le docteur a aimé le cheval,fr,False,docteur,cheval,aime
les docteurs aiment les chevaux,les docteurs a aimé les chevaux,fr,True,docteur,cheval,aime
le docteur cherche le cheval,le docteur a cherché le cheval,fr,False,docteur,cheval,cherche
les docteurs cherchent les chevaux,les docteurs a cherché les chevaux,fr,True,docteur,cheval,cherche
le docteur aide le cheval,le docteur a aidé le cheval,fr,False,docteur,cheval,aide
les docteurs aident les chevaux,les docteurs a aidé les chevaux,fr,True,docteur,cheval,aide
le docteur suit le cheval,le docteur a suivi le cheval,fr,False,docteur,cheval,suit
les docteurs suivent les chevaux,les docteurs a suivi les chevaux,fr,True,docteur,cheval,suit
le docteur frappe le cheval,le docteur a frappé le cheval,fr,False,docteur,cheval,frappe
les docteurs frappent les chevaux,les docteurs a frappé les chevaux,fr,True,docteur,cheval,frappe
le docteur porte le cheval,le docteur a porté le cheval,fr,False,docteur,cheval,porte
les docteurs portent les chevaux,les docteurs a porté les chevaux,fr,True,docteur,cheval,porte
le docteur chasse le cheval,le docteur a chassé le cheval,fr,False,docteur,cheval,chasse
les docteurs chassent les chevaux,les docteurs a chassé les chevaux,fr,True,docteur,cheval,chasse
le docteur soigne le cheval,le docteur a soigné le cheval,fr,False,docteur,cheval,soigne
les docteurs soignent les chevaux,les docteurs a soigné les chevaux,fr,True,docteur,cheval,soigne
le docteur poursuit le cheval,le docteur a poursuivi le cheval,fr,False,docteur,cheval,poursuit
les docteurs poursuivent les chevaux,les docteurs a poursuivi les chevaux,fr,True,docteur,cheval,poursuit
le docteur attaque le cheval,le docteur a attaqué le cheval,fr,False,docteur,cheval,attaque
les docteurs attaquent les chevaux,les docteurs a attaqué les chevaux,fr,True,docteur,cheval,attaque
le docteur sauve le cheval,le docteur a sauvé le cheval,fr,False,docteur,cheval,sauve
les docteurs sauvent les chevaux,les docteurs a sauvé les chevaux,fr,True,docteur,cheval,sauve
le docteur repousse le cheval,le docteur a repoussé le cheval,fr,False,docteur,cheval,repousse
les docteurs repoussent les chevaux,les docteurs a repoussé les chevaux,fr,True,docteur,cheval,repousse
le docteur ignore le cheval,le docteur a ignoré le cheval,fr,False,docteur,cheval,ignore
les docteurs ignorent les chevaux,les docteurs a ignoré les chevaux,fr,True,docteur,cheval,ignore
le docteur mange le souris,le docteur a mangé le souris,fr,False,docteur,souris,mange
les docteurs mangent les souris,les docteurs a mangé les souris,fr,True,docteur,souris,mange
le docteur voit le souris,le docteur a vu le souris,fr,False,docteur,souris,voit
les docteurs voient les souris,les docteurs a vu les souris,fr,True,docteur,souris,voit
le docteur aime le souris,le docteur a aimé le souris,fr,False,docteur,souris,aime
les docteurs aiment les souris,les docteurs a aimé les souris,fr,True,docteur,souris,aime
le docteur cherche le souris,le docteur a cherché le souris,fr,False,docteur,souris,cherche
les docteurs cherchent les souris,les docteurs a cherché les souris,fr,True,docteur,souris,cherche
le docteur aide le souris,le docteur a aidé le souris,fr,False,docteur,souris,aide
les docteurs aident les souris,les docteurs a aidé les souris,fr,True,docteur,souris,aide
le docteur suit le souris,le docteur a suivi le souris,fr,False,docteur,souris,suit
les docteurs suivent les souris,les docteurs a suivi les souris,fr,True,docteur,souris,suit
le docteur frappe le souris,le docteur a frappé le souris,fr,False,docteur,souris,frappe
les docteurs frappent les souris,les docteurs a frappé les souris,fr,True,docteur,souris,frappe
le docteur porte le souris,le docteur a porté le souris,fr,False,docteur,souris,porte
les docteurs portent les souris,les docteurs a porté les souris,fr,True,docteur,souris,porte
le docteur chasse le souris,le docteur a chassé le souris,fr,False,docteur,souris,chasse
les docteurs chassent les souris,les docteurs a chassé les souris,fr,True,docteur,souris,chasse
le docteur soigne le souris,le docteur a soigné le souris,fr,False,docteur,souris,soigne
les docteurs soignent les souris,les docteurs a soigné les souris,fr,True,docteur,souris,soigne
le docteur poursuit le souris,le docteur a poursuivi le souris,fr,False,docteur,souris,poursuit
les docteurs poursuivent les souris,les docteurs a poursuivi les souris,fr,True,docteur,souris,poursuit
le docteur attaque le souris,le docteur a attaqué le souris,fr,False,docteur,souris,attaque
les docteurs attaquent les souris,les docteurs a attaqué les souris,fr,True,docteur,souris,attaque
le docteur sauve le souris,le docteur a sauvé le souris,fr,False,docteur,souris,sauve
les docteurs sauvent les souris,les docteurs a sauvé les souris,fr,True,docteur,souris,sauve
le docteur repousse le souris,le docteur a repoussé le souris,fr,False,docteur,souris,repousse
les docteurs repoussent les souris,les docteurs a repoussé les souris,fr,True,docteur,souris,repousse
le docteur ignore le souris,le docteur a ignoré le souris,fr,False,docteur,souris,ignore
les docteurs ignorent les souris,les docteurs a ignoré les souris,fr,True,docteur,souris,ignore
le docteur mange le éléphant,le docteur a mangé le éléphant,fr,False,docteur,éléphant,mange
les docteurs mangent les éléphants,les docteurs a mangé les éléphants,fr,True,docteur,éléphant,mange
le docteur voit le éléphant,le docteur a vu le éléphant,fr,False,docteur,éléphant,voit
les docteurs voient les éléphants,les docteurs a vu les éléphants,fr,True,docteur,éléphant,voit
le docteur aime le éléphant,le docteur a aimé le éléphant,fr,False,docteur,éléphant,aime
les docteurs aiment les éléphants,les docteurs a aimé les éléphants,fr,True,docteur,éléphant,aime
le docteur cherche le éléphant,le docteur a cherché le éléphant,fr,False,docteur,éléphant,cherche
les docteurs cherchent les éléphants,les docteurs a cherché les éléphants,fr,True,docteur,éléphant,cherche
le docteur aide le éléphant,le docteur a aidé le éléphant,fr,False,docteur,éléphant,aide
les docteurs aident les éléphants,les docteurs a aidé les éléphants,fr,True,docteur,éléphant,aide
le docteur suit le éléphant,le docteur a suivi le éléphant,fr,False,docteur,éléphant,suit
les docteurs suivent les éléphants,les docteurs a suivi les éléphants,fr,True,docteur,éléphant,suit
le docteur frappe le éléphant,le docteur a frappé le éléphant,fr,False,docteur,éléphant,frappe
les docteurs frappent les éléphants,les docteurs a frappé les éléphants,fr,True,docteur,éléphant,frappe
le docteur porte le éléphant,le docteur a porté le éléphant,fr,False,docteur,éléphant,porte
les docteurs portent les éléphants,les docteurs a porté les éléphants,fr,True,docteur,éléphant,porte
le docteur chasse le éléphant,le docteur a chassé le éléphant,fr,False,docteur,éléphant,chasse
les docteurs chassent les éléphants,les docteurs a chassé les éléphants,fr,True,docteur,éléphant,chasse
le docteur soigne le éléphant,le docteur a soigné le éléphant,fr,False,docteur,éléphant,soigne
les docteurs soignent les éléphants,les docteurs a soigné les éléphants,fr,True,docteur,éléphant,soigne
le docteur poursuit le éléphant,le docteur a poursuivi le éléphant,fr,False,docteur,éléphant,poursuit
les docteurs poursuivent les éléphants,les docteurs a poursuivi les éléphants,fr,True,docteur,éléphant,poursuit
le docteur attaque le éléphant,le docteur a attaqué le éléphant,fr,False,docteur,éléphant,attaque
les docteurs attaquent les éléphants,les docteurs a attaqué les éléphants,fr,True,docteur,éléphant,attaque
le docteur sauve le éléphant,le docteur a sauvé le éléphant,fr,False,docteur,éléphant,sauve
les docteurs sauvent les éléphants,les docteurs a sauvé les éléphants,fr,True,docteur,éléphant,sauve
le docteur repousse le éléphant,le docteur a repoussé le éléphant,fr,False,docteur,éléphant,repousse
les docteurs repoussent les éléphants,les docteurs a repoussé les éléphants,fr,True,docteur,éléphant,repousse
le docteur ignore le éléphant,le docteur a ignoré le éléphant,fr,False,docteur,éléphant,ignore
les docteurs ignorent les éléphants,les docteurs a ignoré les éléphants,fr,True,docteur,éléphant,ignore
le docteur mange le renard,le docteur a mangé le renard,fr,False,docteur,renard,mange
les docteurs mangent les renards,les docteurs a mangé les renards,fr,True,docteur,renard,mange
le docteur voit le renard,le docteur a vu le renard,fr,False,docteur,renard,voit
les docteurs voient les renards,les docteurs a vu les renards,fr,True,docteur,renard,voit
le docteur aime le renard,le docteur a aimé le renard,fr,False,docteur,renard,aime
les docteurs aiment les renards,les docteurs a aimé les renards,fr,True,docteur,renard,aime
le docteur cherche le renard,le docteur a cherché le renard,fr,False,docteur,renard,cherche
les docteurs cherchent les renards,les docteurs a cherché les renards,fr,True,docteur,renard,cherche
le docteur aide le renard,le docteur a aidé le renard,fr,False,docteur,renard,aide
les docteurs aident les renards,les docteurs a aidé les renards,fr,True,docteur,renard,aide
le docteur suit le renard,le docteur a suivi le renard,fr,False,docteur,renard,suit
les docteurs suivent les renards,les docteurs a suivi les renards,fr,True,docteur,renard,suit
le docteur frappe le renard,le docteur a frappé le renard,fr,False,docteur,renard,frappe
les docteurs frappent les renards,les docteurs a frappé les renards,fr,True,docteur,renard,frappe
le docteur porte le renard,le docteur a porté le renard,fr,False,docteur,renard,porte
les docteurs portent les renards,les docteurs a porté les renards,fr,True,docteur,renard,porte
le docteur chasse le renard,le docteur a chassé le renard,fr,False,docteur,renard,chasse
les docteurs chassent les renards,les docteurs a chassé les renards,fr,True,docteur,renard,chasse
le docteur soigne le renard,le docteur a soigné le renard,fr,False,docteur,renard,soigne
les docteurs soignent les renards,les docteurs a soigné les renards,fr,True,docteur,renard,soigne
le docteur poursuit le renard,le docteur a poursuivi le renard,fr,False,docteur,renard,poursuit
les docteurs poursuivent les renards,les docteurs a poursuivi les renards,fr,True,docteur,renard,poursuit
le docteur attaque le renard,le docteur a attaqué le renard,fr,False,docteur,renard,attaque
les docteurs attaquent les renards,les docteurs a attaqué les renards,fr,True,docteur,renard,attaque
le docteur sauve le renard,le docteur a sauvé le renard,fr,False,docteur,renard,sauve
les docteurs sauvent les renards,les docteurs a sauvé les renards,fr,True,docteur,renard,sauve
le docteur repousse le renard,le docteur a repoussé le renard,fr,False,docteur,renard,repousse
les docteurs repoussent les renards,les docteurs a repoussé les renards,fr,True,docteur,renard,repousse
le docteur ignore le renard,le docteur a ignoré le renard,fr,False,docteur,renard,ignore
les docteurs ignorent les renards,les docteurs a ignoré les renards,fr,True,docteur,renard,ignore
le docteur mange le oiseau,le docteur a mangé le oiseau,fr,False,docteur,oiseau,mange
les docteurs mangent les oiseaux,les docteurs a mangé les oiseaux,fr,True,docteur,oiseau,mange
le docteur voit le oiseau,le docteur a vu le oiseau,fr,False,docteur,oiseau,voit
les docteurs voient les oiseaux,les docteurs a vu les oiseaux,fr,True,docteur,oiseau,voit
le docteur aime le oiseau,le docteur a aimé le oiseau,fr,False,docteur,oiseau,aime
les docteurs aiment les oiseaux,les docteurs a aimé les oiseaux,fr,True,docteur,oiseau,aime
le docteur cherche le oiseau,le docteur a cherché le oiseau,fr,False,docteur,oiseau,cherche
les docteurs cherchent les oiseaux,les docteurs a cherché les oiseaux,fr,True,docteur,oiseau,cherche
le docteur aide le oiseau,le docteur a aidé le oiseau,fr,False,docteur,oiseau,aide
les docteurs aident les oiseaux,les docteurs a aidé les oiseaux,fr,True,docteur,oiseau,aide
le docteur suit le oiseau,le docteur a suivi le oiseau,fr,False,docteur,oiseau,suit
les docteurs suivent les oiseaux,les docteurs a suivi les oiseaux,fr,True,docteur,oiseau,suit
le docteur frappe le oiseau,le docteur a frappé le oiseau,fr,False,docteur,oiseau,frappe
les docteurs frappent les oiseaux,les docteurs a frappé les oiseaux,fr,True,docteur,oiseau,frappe
le docteur porte le oiseau,le docteur a porté le oiseau,fr,False,docteur,oiseau,porte
les docteurs portent les oiseaux,les docteurs a porté les oiseaux,fr,True,docteur,oiseau,porte
